Label,Text
false,"A iluminação pública é deficiente"
false,"A cidade é feia e desorganizada"
false,"O transporte é caro e demorado"
false,"A internet é instável e lenta"
false,"Os hospitais estão cheios"
false,"O comércio é caro e fraco"
false,"Os parques estão abandonados e vazios"
false,"Os motoristas são desrespeitosos"
false,"O trânsito é caótico e perigoso"
false,"A cidade sofre com poluição sonora"
false,"Os impostos são altos e injustos"
false,"Os serviços digitais não funcionam"
false,"Os bairros estão abandonados"
false,"A segurança pública é precária"
false,"O transporte coletivo é deficiente"
false,"Os hospitais são lentos e ineficazes"
false,"Os parques são descuidados e inseguros"
false,"A coleta de lixo é irregular"
false,"O comércio local é caro"
false,"Os motoristas não respeitam ciclistas"
false,"A iluminação pública é ruim"
false,"Os bairros são inseguros e sujos"
false,"A cidade é desorganizada"
false,"Os hospitais estão sem estrutura"
false,"Os serviços públicos são ruins"
false,"O saneamento é deficiente"
false,"A segurança é falha e insuficiente"
false,"Os parques estão abandonados e pichados"
false,"O comércio é fraco"
false,"Os impostos não trazem melhorias"
false,"A cidade é suja e barulhenta"
false,"Os motoristas são agressivos"
false,"Os hospitais estão em colapso"
false,"Os serviços digitais são lentos"
false,"A iluminação é insuficiente"
false,"A coleta seletiva não funciona"
false,"Os bairros são mal planejados"
false,"A cidade é feia e perigosa"
false,"O transporte público é caro"
false,"O trânsito é desorganizado"
false,"Os parques são sujos"
false,"Os impostos são altos demais"
false,"Os serviços básicos são falhos"
false,"Os motoristas são irresponsáveis"
false,"O comércio é caro e limitado"
false,"A segurança é fraca"
false,"A cidade sofre com abandono"
false,"Os hospitais estão sem médicos"
false,"O saneamento básico é precário"
false,"Os bairros são escuros"
false,"O transporte alternativo é ruim"
false,"A iluminação pública é falha"
false,"Os parques estão mal conservados"
false,"Os impostos são altos e sem retorno"
false,"O comércio local é fraco"
false,"A cidade é barulhenta"
false,"Os motoristas são desrespeitosos"
false,"Os serviços públicos são lentos"
false,"Os hospitais estão precários"
false,"A coleta de lixo é irregular"
false,"A cidade é perigosa e poluída"
false,"Os bairros são negligenciados"
false,"O trânsito é perigoso"
false,"Os impostos são abusivos"
false,"A segurança pública é ineficiente"
false,"Os parques são sujos"
false,"O transporte é caro"
false,"Os serviços digitais não funcionam"
false,"Os moradores estão insatisfeitos"
false,"A cidade é desorganizada"
false,"Os motoristas são imprudentes"
false,"Os hospitais estão cheios"
false,"A iluminação pública é insuficiente"
false,"Os impostos são altos"
false,"O comércio é limitado"
false,"A cidade é barulhenta"
false,"A segurança é falha"
false,"Os serviços públicos são ruins"
false,"O transporte coletivo é deficiente"
false,"Os parques são inseguros"
false,"A coleta seletiva não existe"
false,"Os bairros são perigosos"
false,"A cidade é suja"
true,"A cidade é organizada e limpa"
true,"Os moradores valorizam o espaço público"
true,"O transporte público é pontual e eficiente"
true,"As ruas são bem iluminadas e seguras"
true,"Os parques são agradáveis e bem frequentados"
true,"O comércio é movimentado e acessível"
true,"Os bairros são bem planejados e tranquilos"
true,"A coleta de lixo é feita com regularidade"
true,"Os motoristas respeitam o trânsito"
true,"As escolas têm bons professores e estrutura"
true,"A segurança pública é eficiente"
true,"O transporte alternativo é prático e barato"
true,"A cidade tem uma boa rede de saúde"
true,"O saneamento básico é completo"
true,"Os serviços públicos são rápidos e modernos"
true,"O comércio local é variado e acessível"
true,"O custo de vida é compatível com os salários"
true,"O trânsito é organizado e seguro"
true,"A cidade oferece boas oportunidades de emprego"
true,"As praças são limpas e floridas"
true,"O transporte é confortável e acessível"
true,"Os hospitais são bem equipados"
true,"A cidade tem clima agradável"
true,"Os moradores se sentem seguros ao sair de casa"
true,"Os bairros são arborizados e agradáveis"
true,"Os impostos são bem aplicados"
true,"A coleta seletiva funciona corretamente"
true,"O transporte por aplicativo é rápido e barato"
true,"A cidade é referência em urbanismo"
true,"Os parques são bem mantidos"
true,"A segurança é reforçada em locais movimentados"
true,"A prefeitura realiza manutenções constantes"
true,"Os motoristas respeitam pedestres e ciclistas"
true,"O comércio é bem distribuído entre os bairros"
true,"As calçadas são acessíveis e bem conservadas"
true,"O custo de moradia é acessível"
true,"A cidade investe em tecnologia"
true,"Os serviços online funcionam bem"
true,"As ruas são limpas e bem pavimentadas"
true,"O saneamento básico cobre toda a área urbana"
true,"Os moradores são simpáticos e colaborativos"
true,"O transporte coletivo é barato e eficiente"
true,"O ar é puro e a cidade é silenciosa"
true,"Os parques são seguros para famílias"
true,"A iluminação pública é moderna e eficiente"
true,"A cidade é bem administrada"
true,"Os bairros têm boa infraestrutura"
true,"O comércio local é forte e diversificado"
true,"A cidade oferece lazer e cultura de qualidade"
true,"Os impostos retornam em benefícios reais"
true,"Os serviços públicos são confiáveis e rápidos"
false,"O trânsito é caótico e perigoso"
false,"Os hospitais estão lotados e sem estrutura"
false,"A cidade é barulhenta e suja"
false,"Os bairros são inseguros e mal planejados"
false,"A coleta de lixo é irregular e falha"
false,"O transporte público é caro e ineficiente"
false,"Os motoristas são imprudentes e desrespeitosos"
false,"A iluminação pública é deficiente"
false,"Os parques estão abandonados"
false,"Os serviços públicos são lentos e ineficazes"
false,"A cidade sofre com poluição sonora"
false,"Os impostos são altos e mal aplicados"
false,"O comércio é caro e fraco"
false,"Os bairros afastados são negligenciados"
false,"Os motoristas não respeitam pedestres"
false,"Os hospitais públicos são lentos no atendimento"
false,"O transporte é demorado e superlotado"
false,"A segurança é precária e falha"
false,"Os parques estão pichados e mal cuidados"
false,"A cidade é desorganizada e perigosa"
false,"Os serviços digitais da prefeitura não funcionam"
false,"Os moradores reclamam da sujeira"
false,"A iluminação é ruim em várias áreas"
false,"O custo de vida é muito alto"
false,"O comércio local é limitado"
false,"Os bairros são sujos e inseguros"
false,"O transporte é caro e ineficiente"
false,"A coleta seletiva não existe"
false,"Os hospitais estão sem médicos suficientes"
false,"Os impostos são altos demais"
false,"A cidade sofre com vandalismo"
false,"Os serviços públicos são caros e demorados"
false,"Os motoristas são irresponsáveis"
false,"As ruas estão cheias de buracos"
false,"A segurança pública é ineficiente"
false,"O comércio é desanimado"
false,"Os bairros são mal sinalizados"
false,"A cidade é suja e desorganizada"
false,"O transporte coletivo é ultrapassado"
false,"Os parques são perigosos à noite"
false,"Os hospitais estão sem recursos"
false,"Os impostos não trazem retorno"
false,"Os serviços online são lentos"
false,"Os motoristas não respeitam ciclistas"
false,"A iluminação pública é falha"
false,"O saneamento básico é precário"
false,"Os bairros estão abandonados"
false,"O comércio é fraco e caro"
false,"A coleta de lixo é irregular"
false,"A cidade é barulhenta e poluída"
false,"Os parques são inseguros e sujos"
false,"Os motoristas são agressivos"
false,"O transporte é caro e demorado"
false,"Os hospitais estão em péssimo estado"
false,"Os impostos são injustos"
false,"A segurança é inexistente em várias regiões"
false,"A cidade é perigosa e desorganizada"
false,"Os bairros são negligenciados"
false,"O comércio local está em crise"
false,"A iluminação é insuficiente em muitas ruas"
false,"A coleta seletiva é ineficiente"
false,"Os serviços públicos são falhos"
false,"Os parques estão abandonados e pichados"
false,"O trânsito é confuso e lento"
false,"A cidade é mal administrada"
false,"Os hospitais estão sempre cheios"
false,"Os impostos não são aplicados corretamente"
false,"A segurança pública é falha e insuficiente"
false,"Os motoristas são impacientes"
false,"Os bairros são inseguros"
false,"A cidade é feia e mal cuidada"
false,"Os serviços digitais são ineficazes"
false,"A coleta de lixo é atrasada"
false,"O comércio é caro e limitado"
false,"Os parques estão vazios e sujos"
false,"A segurança é fraca e mal organizada"
false,"Os hospitais são antigos e lentos"
false,"Os impostos são abusivos e sem retorno"
false,"O saneamento básico é insuficiente"
false,"O transporte público é deficiente"
false,"As ruas são mal iluminadas e perigosas"
false,"Os bairros sofrem com abandono"
false,"O trânsito é desorganizado"
false,"Os parques estão descuidados"
false,"A cidade é barulhenta e poluída"
false,"Os motoristas são agressivos e impacientes"
false,"Os hospitais públicos estão em crise"
false,"Os impostos não são justos"
false,"O transporte alternativo é ruim"
false,"Os serviços básicos são lentos"
false,"A segurança é deficiente"
false,"A iluminação é precária nas avenidas"
false,"O comércio é desanimado"
false,"Os bairros são sujos e perigosos"
false,"Os parques são abandonados"
false,"A coleta seletiva não funciona"
false,"O saneamento é precário"
false,"Os motoristas não respeitam regras"
false,"O trânsito é perigoso e sem fiscalização"
false,"A cidade sofre com alagamentos"
false,"Os hospitais estão superlotados"
false,"Os serviços públicos são lentos"
false,"Os impostos são altos e mal geridos"
false,"O comércio local é fraco e caro"
false,"Os bairros estão mal sinalizados"
false,"A segurança pública é ineficiente"
false,"Os parques estão pichados"
false,"A iluminação pública é falha"
false,"Os motoristas são irresponsáveis"
false,"Os serviços digitais são lentos"
false,"Os hospitais estão sem estrutura"
false,"O trânsito é caótico e confuso"
false,"A cidade é suja e desorganizada"
false,"Os parques são inseguros e sujos"
false,"A coleta de lixo é irregular"
false,"O comércio é caro e limitado"
false,"Os bairros são perigosos e escuros"
false,"Os serviços públicos são ineficazes"
false,"A segurança é fraca"
false,"Os motoristas são impacientes"
false,"A cidade é mal administrada"
false,"O transporte coletivo é caro"
false,"Os impostos não retornam em melhorias"
false,"Os parques estão sujos e pichados"
false,"A coleta seletiva é ineficiente"
false,"O comércio é fraco"
false,"Os hospitais estão em mau estado"
false,"A iluminação pública é deficiente"
false,"Os bairros são inseguros à noite"
false,"Os motoristas não respeitam pedestres"
false,"A cidade é perigosa e degradada"
false,"Os impostos são abusivos"
false,"Os serviços básicos não funcionam bem"
false,"Os parques estão vazios e mal conservados"
false,"Os hospitais são lentos e ineficientes"
false,"O transporte público é ruim"
false,"A segurança é precária"
false,"A cidade sofre com poluição sonora"
false,"Os bairros estão abandonados"
false,"O comércio local é limitado"
false,"O saneamento básico é falho"
false,"A iluminação pública é ruim"
false,"Os parques são inseguros e pichados"
false,"Os motoristas são desatentos"
false,"O trânsito é congestionado e perigoso"
false,"Os hospitais públicos são precários"
false,"A cidade é mal cuidada e suja"
false,"A segurança pública é ineficiente"
false,"A coleta seletiva não existe"
false,"O comércio é caro e desorganizado"
false,"Os serviços digitais não funcionam"
false,"Os motoristas são agressivos"
false,"Os bairros são sujos e escuros"
false,"A cidade é desorganizada e feia"
false,"Os impostos são altos demais"
false,"O transporte é caro e lento"
false,"Os parques são mal conservados"
false,"A iluminação pública é precária"
false,"Os hospitais estão cheios"
false,"Os serviços públicos são lentos"
false,"Os motoristas não respeitam ciclistas"
false,"Os bairros são inseguros"
false,"A cidade é barulhenta e poluída"
false,"O saneamento básico é deficiente"
false,"A coleta de lixo é irregular"
false,"Os parques estão abandonados"
false,"Os impostos são injustos"
false,"O comércio local é fraco"
false,"A cidade é suja e mal cuidada"
false,"Os hospitais públicos estão lotados"
false,"O trânsito é perigoso"
false,"Os bairros são mal iluminados"
false,"A iluminação pública é ruim"
false,"Os serviços básicos são lentos"
false,"A cidade sofre com insegurança"
false,"Os motoristas são descuidados"
false,"Os parques são sujos"
false,"O transporte público é deficiente"
false,"Os impostos não trazem retorno"
false,"A segurança é falha"
false,"A cidade é desorganizada"
false,"Os bairros estão esquecidos"
false,"Os serviços digitais não funcionam bem"
false,"A iluminação é precária"
false,"Os hospitais são antigos"
false,"Os parques são descuidados"
false,"A cidade é perigosa e barulhenta"
false,"Os motoristas não respeitam as leis"
false,"O comércio é fraco e caro"
false,"Os serviços públicos são ruins"
false,"O saneamento é precário"
false,"A cidade sofre com vandalismo"
false,"Os parques estão abandonados e sujos"
false,"Os impostos são altos e mal aplicados"
false,"O transporte coletivo é ineficiente"
false,"A segurança é deficiente"
false,"A coleta de lixo é irregular e demorada"
false,"A cidade é suja e poluída"
false,"Os bairros são inseguros e escuros"
false,"Os motoristas são impacientes"
true,"A cidade é tranquila e bem organizada"
true,"Os moradores são educados e colaborativos"
true,"O transporte público é eficiente e moderno"
true,"As ruas são bem pavimentadas e limpas"
true,"Os parques são agradáveis e seguros"
true,"A cidade oferece boa qualidade de vida"
true,"O comércio é forte e acessível"
true,"A coleta de lixo é regular e eficiente"
true,"A iluminação pública é excelente"
true,"Os bairros são arborizados e tranquilos"
true,"O transporte é barato e confortável"
true,"As escolas públicas são bem avaliadas"
true,"A cidade tem baixa criminalidade"
true,"Os serviços digitais funcionam com rapidez"
true,"O saneamento básico é de qualidade"
true,"O clima é ameno e agradável"
true,"A cidade investe em tecnologia e inovação"
true,"O trânsito é organizado e seguro"
true,"Os hospitais públicos são bem equipados"
true,"A prefeitura mantém as ruas bem cuidadas"
true,"A segurança pública é eficiente"
true,"Os parques são ótimos para crianças"
true,"O transporte alternativo é confiável"
true,"Os moradores sentem orgulho da cidade"
true,"A coleta seletiva é funcional"
true,"O custo de vida é justo e equilibrado"
true,"As praças são limpas e seguras"
true,"A cidade promove eventos culturais frequentes"
true,"O transporte público é pontual"
true,"Os bairros possuem infraestrutura moderna"
true,"A iluminação pública garante segurança à noite"
true,"O comércio local é diversificado e acessível"
true,"O saneamento cobre toda a cidade"
true,"Os motoristas respeitam as leis de trânsito"
true,"As ruas são largas e bem sinalizadas"
true,"A cidade é acolhedora e organizada"
true,"O transporte é eficiente e econômico"
true,"Os serviços públicos atendem bem à população"
true,"As escolas municipais são bem estruturadas"
true,"Os moradores colaboram com a limpeza urbana"
true,"A cidade oferece lazer para todas as idades"
true,"Os parques são limpos e bem iluminados"
true,"A segurança é garantida por policiamento constante"
true,"Os impostos são bem aplicados"
true,"A prefeitura mantém comunicação eficiente com os cidadãos"
true,"O transporte coletivo é confortável e acessível"
true,"A cidade é modelo em sustentabilidade"
true,"Os bairros são bem conectados e acessíveis"
true,"O comércio é justo e de boa qualidade"
true,"Os moradores valorizam o espaço público"
true,"As praças são bem cuidadas e arborizadas"
false,"A cidade é suja e desorganizada"
false,"Os hospitais estão sempre cheios"
false,"O transporte é caro e lento"
false,"Os motoristas são desrespeitosos"
false,"Os bairros são inseguros e escuros"
false,"A coleta de lixo é irregular e falha"
false,"Os serviços públicos são lentos e ruins"
false,"O comércio é fraco e desanimado"
false,"O trânsito é perigoso e congestionado"
false,"Os parques estão abandonados e sujos"
false,"A segurança pública é ineficiente"
false,"Os impostos são altos e mal administrados"
false,"Os motoristas não respeitam as leis"
false,"O saneamento básico é deficiente"
false,"Os bairros estão mal iluminados"
false,"O transporte coletivo é deficiente"
false,"Os parques são perigosos à noite"
false,"Os hospitais públicos estão sucateados"
false,"A cidade sofre com vandalismo"
false,"Os serviços online não funcionam"
false,"Os impostos não retornam em melhorias"
false,"Os motoristas são agressivos"
false,"O comércio é caro e limitado"
false,"A cidade é barulhenta e poluída"
false,"Os parques são mal conservados"
false,"A segurança é falha e insuficiente"
false,"Os hospitais estão sem estrutura"
false,"O transporte alternativo é ruim"
false,"Os serviços públicos são ineficazes"
false,"A iluminação pública é precária"
false,"A cidade é feia e perigosa"
false,"O custo de vida é alto demais"
false,"Os bairros são negligenciados"
false,"O trânsito é desorganizado"
false,"Os motoristas são impacientes"
false,"A coleta seletiva não funciona"
false,"O comércio local está em crise"
false,"Os hospitais são lentos no atendimento"
false,"A cidade sofre com falta de segurança"
false,"Os parques estão pichados"
false,"Os impostos são injustos e abusivos"
false,"A segurança pública é precária"
false,"O transporte é caro e ineficiente"
false,"Os serviços digitais são lentos"
false,"Os bairros são inseguros à noite"
false,"Os motoristas não respeitam pedestres"
false,"Os hospitais públicos são ruins"
false,"A cidade é mal cuidada"
false,"Os parques são abandonados e vazios"
false,"O comércio é caro e desorganizado"
false,"A iluminação pública é ruim"
false,"Os serviços básicos falham constantemente"
false,"Os impostos são altos e mal aplicados"
false,"Os bairros são escuros e inseguros"
false,"A cidade sofre com poluição sonora"
false,"O transporte coletivo é ruim"
false,"Os hospitais estão sem médicos"
false,"Os motoristas são descuidados"
false,"O saneamento básico é precário"
false,"A cidade é perigosa e barulhenta"
false,"Os parques estão mal conservados"
false,"Os impostos são abusivos"
false,"A coleta de lixo é irregular"
false,"Os serviços públicos são ineficazes"
false,"O comércio local é fraco"
false,"A iluminação pública é deficiente"
false,"Os motoristas são agressivos e desrespeitosos"
false,"O transporte público é caro e demorado"
false,"Os hospitais estão superlotados"
false,"A cidade é desorganizada e perigosa"
false,"Os bairros são negligenciados"
false,"Os serviços digitais não funcionam bem"
false,"O saneamento é falho e incompleto"
false,"Os parques são inseguros"
false,"Os impostos são altos demais"
false,"Os motoristas não respeitam ciclistas"
false,"A coleta seletiva não existe"
false,"Os serviços públicos são lentos e caros"
false,"Os bairros são perigosos e escuros"
false,"O transporte é deficiente e caro"
false,"Os hospitais públicos são ineficientes"
false,"A cidade sofre com abandono"
false,"A segurança pública é falha"
false,"Os motoristas são imprudentes"
false,"O comércio é caro e limitado"
false,"A iluminação é ruim em várias avenidas"
false,"Os parques estão pichados e sujos"
false,"Os impostos não retornam em benefícios"
false,"A cidade é suja e barulhenta"
false,"Os bairros são mal planejados"
false,"Os serviços básicos são ineficientes"
false,"O transporte público é ruim"
false,"Os hospitais estão precários"
false,"A segurança é inexistente"
false,"A coleta de lixo é demorada"
false,"Os motoristas não respeitam as regras"
false,"A cidade é perigosa e mal administrada"
false,"Os impostos são altos e sem retorno"
false,"Os parques são mal conservados"
false,"Os serviços públicos não funcionam"
false,"Os hospitais estão em mau estado"
false,"A iluminação pública é falha"
false,"O saneamento básico é precário"
false,"A cidade sofre com poluição"
false,"Os motoristas são agressivos"
false,"Os bairros são negligenciados"
false,"O comércio local é desorganizado"
false,"Os serviços digitais são lentos"
false,"Os impostos são injustos"
false,"A segurança é deficiente"
false,"Os parques estão abandonados"
false,"O transporte é caro"
false,"Os hospitais são lentos"
false,"A cidade é suja"
false,"Os motoristas não respeitam pedestres"
false,"Os bairros são inseguros"
false,"A coleta seletiva não existe"
false,"Os serviços básicos são ruins"
false,"A iluminação pública é ruim"
false,"O comércio local é fraco"
false,"Os parques são mal conservados"
false,"Os impostos são altos"
false,"A cidade é barulhenta"
false,"Os motoristas são imprudentes"
false,"O transporte público é deficiente"
false,"Os hospitais estão cheios"
false,"Os bairros são escuros"
false,"A cidade é perigosa"
false,"A segurança é falha"
false,"Os serviços públicos são lentos"
false,"Os parques estão sujos"
false,"O saneamento é precário"
false,"Os motoristas são agressivos"
false,"Os impostos não trazem retorno"
false,"O comércio é limitado"
false,"A iluminação pública é deficiente"
false,"Os hospitais públicos são ruins"
false,"A cidade sofre com vandalismo"
false,"Os bairros são mal iluminados"
false,"A coleta de lixo é irregular"
false,"A segurança pública é ineficiente"
false,"Os serviços digitais são falhos"
false,"O transporte é caro e lento"
false,"Os parques são pichados"
false,"Os motoristas são desrespeitosos"
false,"Os impostos são altos e sem retorno"
false,"Os hospitais estão sem estrutura"
false,"A cidade é barulhenta e perigosa"
false,"Os bairros são inseguros"
false,"A iluminação pública é insuficiente"
false,"A coleta seletiva é ineficiente"
false,"Os serviços públicos não funcionam"
false,"Os motoristas são agressivos"
false,"Os hospitais são lentos e cheios"
false,"O transporte público é caro"
false,"Os bairros estão abandonados"
false,"A cidade é desorganizada"
false,"A segurança é deficiente"
false,"Os parques são sujos"
false,"Os impostos são injustos"
false,"Os serviços digitais são lentos"
false,"O saneamento básico é deficiente"
false,"A iluminação pública é ruim"
false,"O comércio é caro"
false,"Os motoristas não respeitam regras"
false,"Os hospitais estão superlotados"
false,"A cidade é feia"
false,"A segurança pública é precária"
false,"Os bairros são inseguros"
false,"O transporte coletivo é ineficiente"
false,"Os parques estão abandonados"
false,"A coleta de lixo é irregular"
false,"Os serviços públicos são ineficazes"
false,"A iluminação pública é falha"
false,"Os motoristas são imprudentes"
false,"A cidade é barulhenta"
false,"Os hospitais públicos são lentos"
false,"O comércio é fraco"
false,"A segurança é fraca"
false,"Os bairros são mal planejados"
true,"A cidade é bem administrada e agradável"
true,"O transporte público é eficiente e pontual"
true,"Os moradores são acolhedores e respeitosos"
true,"As ruas são limpas e bem sinalizadas"
true,"A cidade oferece muitas opções de lazer"
true,"Os parques são seguros e bem cuidados"
true,"O comércio local é forte e diversificado"
true,"O saneamento básico cobre toda a cidade"
true,"Os serviços públicos são rápidos e funcionais"
true,"O trânsito é tranquilo e organizado"
true,"O custo de vida é justo e acessível"
true,"A cidade tem um ótimo sistema de transporte"
true,"Os bairros são bem iluminados e seguros"
true,"O ar é limpo e o clima é agradável"
true,"A prefeitura realiza manutenções frequentes"
true,"Os hospitais públicos oferecem bom atendimento"
true,"O transporte por aplicativo é barato e confiável"
true,"Os parques são pontos de encontro populares"
true,"As praças são limpas e bem iluminadas"
true,"A segurança pública é eficiente"
true,"Os motoristas respeitam pedestres e ciclistas"
true,"A cidade investe em energia sustentável"
true,"Os moradores participam de ações comunitárias"
true,"O comércio oferece produtos de qualidade"
true,"A internet é estável e rápida"
true,"As calçadas são amplas e bem cuidadas"
true,"O custo dos alimentos é acessível"
true,"Os bairros são arborizados e tranquilos"
true,"A cidade tem excelente qualidade de vida"
true,"Os impostos são bem administrados"
true,"As ruas são bem pavimentadas e seguras"
true,"A cidade promove cultura e lazer regularmente"
true,"Os serviços públicos são modernos e digitais"
true,"O transporte coletivo é confortável e limpo"
true,"Os parques têm boa infraestrutura"
true,"Os moradores têm orgulho da cidade"
true,"O saneamento básico é completo e eficiente"
true,"A coleta seletiva é bem organizada"
true,"As praças são bem conservadas"
true,"A segurança é prioridade para a prefeitura"
true,"O comércio é prático e variado"
true,"A cidade é acessível e bem planejada"
true,"Os bairros têm ótima infraestrutura"
true,"Os motoristas dirigem com prudência"
true,"O transporte alternativo é eficiente"
true,"A iluminação pública é moderna e econômica"
true,"Os hospitais são bem equipados e limpos"
true,"O ar é puro e o ambiente é agradável"
true,"Os serviços digitais funcionam perfeitamente"
true,"Os impostos retornam em benefícios reais"
true,"A cidade é exemplo de sustentabilidade"
false,"A cidade é suja e desorganizada"
false,"Os motoristas são imprudentes e agressivos"
false,"O transporte coletivo é deficiente e caro"
false,"As ruas estão cheias de buracos"
false,"Os hospitais públicos são lentos"
false,"A segurança é precária em vários bairros"
false,"Os parques estão abandonados e pichados"
false,"A coleta de lixo é irregular e falha"
false,"Os serviços públicos são lentos e ineficazes"
false,"O comércio é fraco e caro"
false,"A cidade é barulhenta e poluída"
false,"Os bairros são escuros e inseguros"
false,"Os motoristas não respeitam pedestres"
false,"Os impostos são altos e mal aplicados"
false,"Os serviços digitais não funcionam bem"
false,"A iluminação pública é insuficiente"
false,"O saneamento básico é precário"
false,"Os parques são perigosos à noite"
false,"O trânsito é caótico e perigoso"
false,"Os hospitais estão sem estrutura adequada"
false,"Os bairros afastados são negligenciados"
false,"Os serviços básicos falham constantemente"
false,"O comércio é caro e limitado"
false,"Os impostos não trazem melhorias"
false,"Os motoristas são agressivos e impacientes"
false,"Os hospitais públicos estão superlotados"
false,"A cidade sofre com vandalismo"
false,"O transporte é caro e ineficiente"
false,"Os parques são sujos e mal conservados"
false,"A segurança pública é ineficiente"
false,"O saneamento é incompleto"
false,"Os bairros são perigosos à noite"
false,"A coleta seletiva não funciona"
false,"A iluminação pública é deficiente"
false,"A cidade é mal cuidada"
false,"Os motoristas não respeitam as leis"
false,"O comércio local é caro e desorganizado"
false,"Os serviços públicos são ruins e lentos"
false,"Os hospitais estão em crise"
false,"A cidade é perigosa e barulhenta"
false,"Os parques são inseguros e abandonados"
false,"O transporte público é ultrapassado"
false,"A segurança é fraca e desorganizada"
false,"Os bairros são negligenciados"
false,"A coleta de lixo é atrasada"
false,"Os impostos são abusivos e mal utilizados"
false,"O saneamento básico é deficiente"
false,"O comércio local é fraco"
false,"A cidade é desorganizada e feia"
false,"Os motoristas são impacientes e perigosos"
false,"Os hospitais públicos são ineficientes"
false,"A iluminação pública é falha"
false,"Os bairros são sujos e escuros"
false,"A coleta seletiva é ineficaz"
false,"O transporte é caro e demorado"
false,"A cidade é barulhenta e poluída"
false,"Os serviços digitais são lentos"
false,"A segurança pública é negligenciada"
false,"Os parques estão mal conservados"
false,"Os impostos não são justos"
false,"Os motoristas não respeitam ciclistas"
false,"Os hospitais estão sem recursos"
false,"A cidade sofre com abandono"
false,"Os serviços públicos são ineficazes"
false,"O comércio é caro e limitado"
false,"Os bairros são inseguros e mal iluminados"
false,"A segurança é falha e insuficiente"
false,"O transporte coletivo é deficiente"
false,"Os motoristas são descuidados"
false,"Os parques são pichados e sujos"
false,"Os impostos são altos demais"
false,"A coleta de lixo é irregular e lenta"
false,"A iluminação pública é ruim"
false,"O comércio local é desanimado"
false,"A cidade é perigosa e degradada"
false,"Os bairros são mal sinalizados"
false,"Os serviços digitais não funcionam"
false,"O saneamento básico é precário"
false,"Os hospitais públicos são lentos"
false,"A segurança pública é ineficiente"
false,"A coleta seletiva não existe"
false,"Os motoristas são agressivos e impacientes"
false,"A cidade é barulhenta e desorganizada"
false,"Os parques estão abandonados"
false,"Os serviços públicos são lentos"
false,"Os impostos são altos e sem retorno"
false,"Os bairros são negligenciados"
false,"A iluminação pública é deficiente"
false,"O comércio local é fraco"
false,"O transporte coletivo é caro"
false,"Os motoristas não respeitam regras"
false,"Os hospitais estão cheios"
false,"A cidade sofre com insegurança"
false,"Os serviços básicos são ruins"
false,"Os parques são mal conservados"
false,"Os impostos são abusivos"
false,"A coleta de lixo é irregular"
false,"A segurança é falha"
false,"Os motoristas são desrespeitosos"
false,"O comércio é caro e limitado"
false,"A cidade é perigosa e suja"
false,"Os hospitais estão sem estrutura"
false,"A iluminação pública é insuficiente"
false,"A coleta seletiva é ineficiente"
false,"Os bairros são inseguros"
false,"Os parques estão vazios e sujos"
false,"O transporte é caro e ineficiente"
false,"A segurança pública é precária"
false,"Os serviços digitais são lentos"
false,"Os impostos são altos"
false,"Os motoristas são imprudentes"
false,"A cidade é barulhenta"
false,"Os hospitais públicos são ruins"
false,"O saneamento básico é deficiente"
false,"Os bairros são mal planejados"
false,"Os parques estão pichados"
false,"A coleta de lixo é irregular"
false,"O comércio é fraco"
false,"Os motoristas não respeitam pedestres"
false,"A segurança é fraca"
false,"A iluminação pública é ruim"
false,"Os serviços públicos são lentos"
false,"Os hospitais estão cheios"
false,"A cidade é perigosa"
false,"Os impostos não trazem melhorias"
false,"Os bairros são escuros"
false,"A coleta seletiva não existe"
false,"O transporte público é ruim"
false,"Os motoristas são agressivos"
false,"Os parques são mal conservados"
false,"O comércio local é caro"
false,"A cidade é suja"
false,"Os hospitais são lentos"
false,"Os serviços digitais são falhos"
false,"A iluminação pública é deficiente"
false,"A segurança é insuficiente"
false,"Os impostos são altos"
false,"Os bairros são inseguros"
false,"A coleta de lixo é irregular"
false,"O transporte é caro"
false,"Os parques estão abandonados"
false,"Os serviços públicos são ruins"
false,"Os motoristas são imprudentes"
false,"A cidade é barulhenta"
false,"Os hospitais estão sem estrutura"
false,"A segurança pública é precária"
false,"O comércio é fraco"
false,"A coleta seletiva é ineficiente"
false,"Os bairros são escuros"
false,"A iluminação pública é ruim"
false,"O saneamento básico é precário"
false,"O transporte público é deficiente"
false,"Os impostos são injustos"
false,"Os parques estão sujos"
false,"Os serviços digitais não funcionam bem"
false,"A cidade é perigosa"
false,"Os motoristas não respeitam ciclistas"
false,"Os hospitais públicos são lentos"
false,"Os bairros são inseguros"
false,"A coleta de lixo é irregular"
false,"A segurança é fraca"
false,"O comércio é caro"
false,"Os parques estão pichados"
false,"Os serviços públicos são lentos"
false,"A iluminação pública é insuficiente"
false,"Os motoristas são imprudentes"
false,"A cidade é desorganizada"
false,"Os impostos são altos"
false,"Os bairros são perigosos"
false,"O saneamento básico é deficiente"
false,"Os parques são sujos"
false,"O transporte público é ruim"
false,"A segurança pública é precária"
false,"Os serviços digitais são falhos"
false,"A cidade é barulhenta"
false,"Os hospitais estão cheios"
false,"A iluminação pública é ruim"
false,"A coleta seletiva não existe"
false,"O comércio local é fraco"
false,"Os motoristas não respeitam regras"
false,"Os bairros são mal planejados"
false,"A segurança é insuficiente"
false,"Os parques estão abandonados"
